postid;code1;code2;title;image;a1;v1;a2;v2;a3;v3;a4;v4;a5;v5;a6;v6
7659;ΙΝΒ/Κ/2000/12;ΙΝΒ/Κ/2000/12;Inverters Καθαρού Ημιτόνου;inverter-2.jpg;Συνεχόμενη Ισχύς;2000 watt;Στιγμιαία Ισχύς;4000 watt;Διαστάσεις;42.5cmx21cm;;;;;;
7661;ΙΝΒ/Κ/2000/24;ΙΝΒ/Κ/2000/24;Inverters Καθαρού Ημιτόνου;inverter-2.jpg;Συνεχόμενη Ισχύς;2000 watt;Στιγμιαία Ισχύς;4000 watt;Διαστάσεις;42.5cmx21cm;;;;;;
7663;ΙΝΒ/Τ/600;ΙΝΒ/Τ/600;Inverters Τροποποιημένου Ημιτόνου;inverter-1.jpg;Συνεχόμενη Ισχύς;600 watt;Στιγμιαία Ισχύς;1200 watt;Διαστάσεις;21cmx14.5cm;;;;;;
7665;ΙΝΒ/Τ/1000;ΙΝΒ/Τ/1000;Inverters Τροποποιημένου Ημιτόνου;inverter-1.jpg;Συνεχόμενη Ισχύς;1000 watt;Στιγμιαία Ισχύς;2000 watt;Διαστάσεις;29cmx14.5cm;;;;;;
7667;ΜΑΚ/7604;ΜΑΚ/7604;Μακαράδες ιστιοπλοίας ανοξείδωτοι ;μακαραδες-ιστιοπλοιας.jpg;Ράουλο;76mm;Σχοινί;12-14mm;Φορτίο ασφαλείας;1000κιλά;;;;;;
7676;ΑΤΤ030;ΑΤΤ030;Μουράβιες για αξονικά  ;μουραβιες-σκαφων.jpg;Χρώμα;Μαύρη;;;;;;;;;;
7679;ΑΤΤ030Λ;ΑΤΤ030Λ;Μουράβιες για αξονικά  ;μουραβιες-σκαφων.jpg;Χρώμα;Λευκή;;;;;;;;;;
7680;ΚΥΛ/012;ΚΥΛ/012;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-1-1.jpg;Διάμετρος εμβόλου;16mm;Ροπή;58 κιλά/μέτρο;Δύναμη;452 κιλά;Διαδρομή;15cm;;;;
7683;ΚΥΛ/015;ΚΥΛ/015;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-1-1.jpg;Διάμετρος εμβόλου;16mm;Ροπή;67 κιλά/μέτρο;Δύναμη;452 κιλά;Διαδρομή;25cm;;;;
7684;ΚΥΛ/018;ΚΥΛ/018;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-σκαφων-3.jpg;Διάμετρος εμβόλου;22mm;Ροπή;112 κιλά/μέτρο;Δύναμη;876 κιλά;Διαδρομή;20cm;;;;
7686;ΚΥΛ/022;ΚΥΛ/022;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-σκαφων-3.jpg;Διάμετρος εμβόλου;22mm;Ροπή;112 κιλά/μέτρο;Δύναμη;876 κιλά;Διαδρομή;25cm;;;;
7687;ΚΥΛ/034;ΚΥΛ/034;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-σκαφων-3.jpg;Διάμετρος εμβόλου;25mm;Ροπή;217 κιλά/μέτρο;Δύναμη;1473 κιλά;Διαδρομή;25cm;;;;
7688;ΚΥΛ/045;ΚΥΛ/045;Υδραυλικοί κύλινδροι τιμονιού;υδραυλικα-τιμονια-σκαφων-3.jpg;Διάμετρος εμβόλου;25mm;Ροπή;281 κιλά/μέτρο;Δύναμη;1473 κιλά;Διαδρομή;30cm;;;;
7690;ΑΝΤ/5/18;ΑΝΤ/5/18;Υδραυλικές αντλίες τιμονιού;υδραυλικα-τιμονια-σκαφων-2.jpg;Διάμετρος;13cm;Έμβολο;20mm κωνικό;;;;;;;;
7692;ΑΝΤ/7/25;ΑΝΤ/7/25;Υδραυλικές αντλίες τιμονιού;υδραυλικα-τιμονια-σκαφων-2.jpg;Διάμετρος;13cm;Έμβολο;20mm κωνικό;;;;;;;;
7693;ΑΝΤ/7/37;ΑΝΤ/7/37;Υδραυλικές αντλίες τιμονιού;υδραυλικα-τιμονια-4.jpg;Διάμετρος;13cm;Έμβολο;20mm κωνικό;;;;;;;;
7694;ΑΝΤ/7/45;ΑΝΤ/7/45;Υδραυλικές αντλίες τιμονιού;υδραυλικα-τιμονια-4.jpg;Διάμετρος;13cm;Έμβολο;20mm κωνικό;;;;;;;;
7696;ΑΝΤ/AC05R/12;ΑΝΤ/AC05R/12;Ηλεκτρουδραυλικές Αντλίες 125 watt;υδραυλικα-τιμονια-5.jpg;Ισχύς;125 watt;Παροχή;1.6 λίτρα/λεπτό;Dc;12 volt;Μήκος;39cm;Βάρος;6 κιλά;;
7698;ΑΝΤ/AC05R/24;ΑΝΤ/AC05R/24;Ηλεκτρουδραυλικές Αντλίες 125 watt;υδραυλικα-τιμονια-5.jpg;Ισχύς;125 watt;Παροχή;1.6 λίτρα/λεπτό;Dc;24 volt;Μήκος;39cm;Βάρος;6 κιλά;;
7699;ΑΝΤ/CC075/12;ΑΝΤ/CC075/12;Ηλεκτρουδραυλικές Αντλίες 300w με ηλεκτροβάνες;υδραυλικα-τιμονια-7.jpg;Ισχύς;300 watt;Dc;12 volt;Μήκος;46cm;Βάρος;8 κιλά;;;;
7702;ΑΝΤ/CC075/24;ΑΝΤ/CC075/24;Ηλεκτρουδραυλικές Αντλίες 300w με ηλεκτροβάνες;υδραυλικα-τιμονια-7.jpg;Ισχύς;300 watt;Dc;24 volt;Μήκος;46cm;Βάρος;8 κιλά;;;;
7703;ΚΙΤ/FB-300A;ΚΙΤ/FB-300A;Υδραυλικό σετ εξωλέμβιας εώς 300 ίππους;υδραυλικα-τιμονια-10.jpg;Περιλαμβάνει;Αντλία;;;;;;;;;;
7706;ΣΠΟΤ/Α4/275ΧΡ;ΣΠΟΤ/Α4/275ΧΡ;Φώτα φλύδες εξωτερικά ανοξείδωτο/bronze ;φωτα-σκαφων-53.jpg;Φωτισμός;Λευκό;Διάμετρος;7cm;;;;;;;;
7708;ΣΠΟΤ/Α4/275ΜΑ;ΣΠΟΤ/Α4/275ΜΑ;Φώτα φλύδες εξωτερικά ανοξείδωτο/black;φωτα-σκαφων-52.jpg;Φωτισμός;Λευκό;Διάμετρος;7cm;;;;;;;;
7710;ΠΛΑΦ/Τ70;ΠΛΑΦ/Τ70;Πλαφονιέρα τετράγωνη πλαστική μπλε/λευκό Led;φωτα-σκαφων-51.jpg;Dc;12v;;;;;;;;;;
7715;ΜΠΑ/312L;ΜΠΑ/312L;Μπαλόνια μακρόστενα light Dan-fender;μπαλονια-σκαφων-2.jpg;Μήκος;32cm;Διάμετρος;9cm;Πλευστότητα;1.4 κιλά;;;;;;
7720;ΜΠΑ/416L;ΜΠΑ/416L;Μπαλόνια μακρόστενα light Dan-fender;μπαλονια-σκαφων-2.jpg;Μήκος;46cm;Διάμετρος;11cm;Πλευστότητα;2.7 κιλά;;;;;;
7721;ΜΠΑ/520L;ΜΠΑ/520L;Μπαλόνια μακρόστενα light Dan-fender;μπαλονια-σκαφων-2.jpg;Μήκος;54cm;Διάμετρος;13.5cm;Πλευστότητα;4.8 κιλά;;;;;;
7722;ΜΠΑ/623L;ΜΠΑ/623L;Μπαλόνια μακρόστενα light Dan-fender;μπαλονια-σκαφων-2.jpg;Μήκος;63cm;Διάμετρος;16cm;Πλευστότητα; 6.5 κιλά;;;;;;
7723;ΜΠΑ/Μ/520L;ΜΠΑ/Μ/520L;Μπαλόνια μακρόστενα light Dan-fender;μπαλόνια-σκαφών-5.jpg;Μήκος;54cm;Διάμετρος;13.5cm;Πλευστότητα;4.8 κιλά;;;;;;
7726;ΜΠΑ/Μ/623L;ΜΠΑ/Μ/623L;Μπαλόνια μακρόστενα light Dan-fender;μπαλόνια-σκαφών-5.jpg;Μήκος;63cm;Διάμετρος;16cm;Πλευστότητα; 6.5 κιλά;;;;;;
7727;ΜΠΑ/827L;ΜΠΑ/827L;Μπαλόνια μακρόστενα light Dan-fender;μπαλονια-σκαφων-2.jpg;Μήκος;76cm;Διάμετρος;21cm;Πλευστότητα;24 κιλά;;;;;;
7728;ΜΠΑ/Μ/827L;ΜΠΑ/Μ/827L;Μπαλόνια μακρόστενα light Dan-fender;μπαλόνια-σκαφών-5.jpg;Μήκος;76cm;Διάμετρος;21cm;Πλευστότητα;24 κιλά;;;;;;
7729;ΜΠΑ/520;ΜΠΑ/520;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;54cm;Διάμετρος;12.5cm;Πλευστότητα;5 κιλά;;;;;;
7731;ΜΠΑ/Μ/520;ΜΠΑ/Μ/520;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;54cm;Διάμετρος;12.5cm;Πλευστότητα;5 κιλά;;;;;;
7734;ΜΠΑ/623;ΜΠΑ/623;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;64.5 cm;Διάμετρος;15 cm;Πλευστότητα;6.5 κιλά;;;;;;
7735;ΜΠΑ/Μ/623;ΜΠΑ/Μ/623;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;64.5 cm;Διάμετρος;15 cm;Πλευστότητα;6.5 κιλά;;;;;;
7736;ΜΠΑ/827;ΜΠΑ/827;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;76.5 cm;Διάμετρος;20 cm;Πλευστότητα;23 κιλά;;;;;;
7737;ΜΠΑ/Μ/827;ΜΠΑ/Μ/827;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;76.5 cm;Διάμετρος;20 cm;Πλευστότητα;23 κιλά;;;;;;
7744;ΜΠΑ/822;ΜΠΑ/822;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;63.5 cm;Διάμετρος;20 cm;Πλευστότητα;14 κιλά;;;;;;
7745;ΜΠΑ/Μ/822;ΜΠΑ/Μ/822;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;63.5 cm;Διάμετρος;20 cm;Πλευστότητα;14 κιλά;;;;;;
7746;ΜΠΑ/1025;ΜΠΑ/1025;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;70 cm;Διάμετρος;25 cm;Πλευστότητα;29 κιλά;;;;;;
7747;ΜΠΑ/Μ/1025;ΜΠΑ/Μ/1025;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;70 cm;Διάμετρος;25 cm;Πλευστότητα;29 κιλά;;;;;;
7748;ΜΠΑ/1035;ΜΠΑ/1035;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;94 cm;Διάμετρος;25 cm;Πλευστότητα;39 κιλά;;;;;;
7749;ΜΠΑ/Μ/1035;ΜΠΑ/Μ/1035;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;94 cm;Διάμετρος;25 cm;Πλευστότητα;39 κιλά;;;;;;
7750;ΜΠΑ/1232;ΜΠΑ/1232;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;88 cm;Διάμετρος;30 cm;Πλευστότητα;43 κιλά;;;;;;
7751;ΜΠΑ/Μ/1232;ΜΠΑ/Μ/1232;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;88 cm;Διάμετρος;30 cm;Πλευστότητα;43 κιλά;;;;;;
7752;ΜΠΑ/1242;ΜΠΑ/1242;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;113 cm;Διάμετρος;30 cm;Πλευστότητα;55 κιλά;;;;;;
7754;ΜΠΑ/Μ/1242;ΜΠΑ/Μ/1242;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-8.jpg;Μήκος;113 cm;Διάμετρος;30 cm;Πλευστότητα;55 κιλά;;;;;;
7755;ΜΠΑ/1550;ΜΠΑ/1550;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;137 cm;Διάμετρος;38 cm;Πλευστότητα;116 κιλά;;;;;;
7756;ΜΠΑ/2255;ΜΠΑ/2255;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;146 cm;Διάμετρος;55 cm;Πλευστότητα;215 κιλά;;;;;;
7757;ΜΠΑ/3282;ΜΠΑ/3282;Μπαλόνια μακρόστενα Dan-fender;μπαλονια-σκαφων-6.jpg;Μήκος;205 cm;Διάμετρος;80 cm;Πλευστότητα;720 κιλά;;;;;;
7761;ΜΠΑ/Β20Λ;ΜΠΑ/Β20Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;23cm;Διάμετρος;16cm;Πλευστότητα;2 κιλά;;;;;;
7763;ΜΠΑ/Β20;ΜΠΑ/Β20;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;23cm;Διάμετρος;16cm;Πλευστότητα;2 κιλά;;;;;;
7768;ΜΠΑ/Β30Λ;ΜΠΑ/Β30Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;32cm;Διάμετρος;24cm;Πλευστότητα;8 κιλά;;;;;;
7770;ΜΠΑ/Β30;ΜΠΑ/Β30;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;32cm;Διάμετρος;24cm;Πλευστότητα;8 κιλά;;;;;;
7771;ΜΠΑ/Β40Λ;ΜΠΑ/Β40Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;48cm;Διάμετρος;32cm;Πλευστότητα;23 κιλά;;;;;;
7773;ΜΠΑ/Β40;ΜΠΑ/Β40;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;48cm;Διάμετρος;32cm;Πλευστότητα;23 κιλά;;;;;;
7774;ΜΠΑ/Β50Λ;ΜΠΑ/Β50Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;57cm;Διάμετρος;41cm;Πλευστότητα;46 κιλά;;;;;;
7775;ΜΠΑ/Β50;ΜΠΑ/Β50;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;57cm;Διάμετρος;41cm;Πλευστότητα;46 κιλά;;;;;;
7776;ΜΠΑ/Β60Λ;ΜΠΑ/Β60Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;64cm;Διάμετρος;48cm;Πλευστότητα;72 κιλά;;;;;;
7777;ΜΠΑ/Μ/Β50;ΜΠΑ/Μ/Β50;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;57cm;Διάμετρος;41cm;Πλευστότητα;46 κιλά;;;;;;
7779;ΜΠΑ/Β60;ΜΠΑ/Β60;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;64cm;Διάμετρος;48cm;Πλευστότητα;72 κιλά;;;;;;
7780;ΜΠΑ/Μ/Β60;ΜΠΑ/Μ/Β60;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;64cm;Διάμετρος;48cm;Πλευστότητα;72 κιλά;;;;;;
7781;ΜΠΑ/Β75Λ;ΜΠΑ/Β75Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;79cm;Διάμετρος;61cm;Πλευστότητα;118 κιλά;;;;;;
7782;ΜΠΑ/Β75;ΜΠΑ/Β75;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;79cm;Διάμετρος;61cm;Πλευστότητα;118 κιλά;;;;;;
7783;ΜΠΑ/Μ/Β75;ΜΠΑ/Μ/Β75;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;79cm;Διάμετρος;61cm;Πλευστότητα;118 κιλά;;;;;;
7784;ΜΠΑ/Β75Γ;ΜΠΑ/Β75Γ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;79cm;Διάμετρος;61cm;Πλευστότητα;118 κιλά;;;;;;
7785;ΜΠΑ/Β100Γ;ΜΠΑ/Β100Γ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;104cm;Διάμετρος;81cm;Πλευστότητα;280 κιλά;;;;;;
7787;ΜΠΑ/Β100Λ;ΜΠΑ/Β100Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;104cm;Διάμετρος;81cm;Πλευστότητα;280 κιλά;;;;;;
7788;ΜΠΑ/Β100;ΜΠΑ/Β100;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;104cm;Διάμετρος;81cm;Πλευστότητα;280 κιλά;;;;;;
7789;ΜΠΑ/Β120;ΜΠΑ/Β120;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;124cm;Διάμετρος;96cm;Πλευστότητα;540 κιλά;;;;;;
7790;ΜΠΑ/Β120Λ;ΜΠΑ/Β120Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;124cm;Διάμετρος;96cm;Πλευστότητα;540 κιλά;;;;;;
7791;ΜΠΑ/Β120Γ;ΜΠΑ/Β120Γ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;124cm;Διάμετρος;96cm;Πλευστότητα;540 κιλά;;;;;;
7793;ΜΠΑ/Β135;ΜΠΑ/Β135;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;128 cm;Διάμετρος;110 cm;Πλευστότητα;675 κιλά;;;;;;
7794;ΜΠΑ/Β135Λ;ΜΠΑ/Β135Λ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;128 cm;Διάμετρος;110 cm;Πλευστότητα;675 κιλά;;;;;;
7795;ΜΠΑ/Β135Γ;ΜΠΑ/Β135Γ;Μπαλόνια Dan-fender στρογγυλά;μπαλονια-σκαφων-39.jpg;Μήκος;128 cm;Διάμετρος;110 cm;Πλευστότητα;675 κιλά;;;;;;
7804;ΠΑΣ/W190;ΠΑΣ/W190;Πασσαρέλες αλουμινίου με ξύλο;πασσαρελες-σκαφων-1.jpg;Μήκος;1.90 μέτρα;Φάρδος;37cm;Βάρος;15 κιλά;;;;;;
7806;ΠΑΣ/W250;ΠΑΣ/W250;Πασσαρέλες αλουμινίου με ξύλο;πασσαρελες-σκαφων-1.jpg;Μήκος;2.50 μέτρα;Φάρδος;37cm;Βάρος;18 κιλά;;;;;;
7807;ΠΑΣ/Α230;ΠΑΣ/Α230;Πασσαρέλες αλουμινίου ;πασσαρελες-σκαφων-2.jpg;Μήκος;2.30 μέτρα;Φάρδος;37cm;Βάρος;16 κιλά;;;;;;
7809;ΠΑΣ/Α260;ΠΑΣ/Α260;Πασσαρέλες αλουμινίου ;πασσαρελες-σκαφων-2.jpg;Μήκος;2.60 μέτρα;Φάρδος;37cm;Βάρος;18 κιλά;;;;;;
7812;ΚΟΛ/Ρ200;ΚΟΛ/Ρ200;Κολωνάκια πασσαρέλας ανοξείδωτα;πασσαρελες-σκαφων-7.png;Υψος;70cm;Διάμετρος;25mm;;;;;;;;
7814;ΒΑΣ/0070;ΒΑΣ/0070;Βάση για κολωνάκια πασσαρέλας;πασσαρελες-σκαφων-20.jpg;Διάμετρος;25mm;;;;;;;;;;
7821;ΑΝΤΑΛ/ΤΕΑΚ;ΑΝΤΑΛ/ΤΕΑΚ;Ξύλα πασσαρέλας;πασσαρελες-σκαφων-15.jpg;Διαστάσεις;37x34cm;;;;;;;;;;
7826;ΑΒ1/4;ΑΒ1/4;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;4 χιλιοστά;Βάρος;15 γραμμάρια/μέτρο;Θραύση;180 κιλά;Φορτίο ασφαλείας;36 κιλά;;
7829;ΑΒ1/5;ΑΒ1/5;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;5 χιλιοστά;Βάρος;23 γραμμάρια/μέτρο;Θραύση;240 κιλά;Φορτίο ασφαλείας;48 κιλά;;
7830;ΑΒ1/6;ΑΒ1/6;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;6 χιλιοστά;Βάρος;27 γραμμάρια/μέτρο;Θραύση;300 κιλά;Φορτίο ασφαλείας;60 κιλά;;
7831;ΑΒ1/8;ΑΒ1/8;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;8 χιλιοστά;Βάρος;50 γραμμάρια/μέτρο;Θραύση;600 κιλά;Φορτίο ασφαλείας;120 κιλά;;
7832;ΑΒ1/10;ΑΒ1/10;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;10 χιλιοστά;Βάρος;84 γραμμάρια/μέτρο;Θραύση;1000 κιλά;Φορτίο ασφαλείας;200 κιλά;;
7833;ΑΒ1/12;ΑΒ1/12;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;12 χιλιοστά;Βάρος;105 γραμμάρια/μέτρο;Θραύση;1200 κιλά;Φορτίο ασφαλείας;240 κιλά;;
7834;ΑΒ1/14;ΑΒ1/14;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;14 χιλιοστά;Βάρος;155 γραμμάρια/μέτρο;Θραύση;1600 κιλά;Φορτίο ασφαλείας;240 κιλά;;
7835;ΑΒ1/16;ΑΒ1/16;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;16 χιλιοστά;Βάρος;190 γραμμάρια/μέτρο;Θραύση;2000 κιλά;Φορτίο ασφαλείας;400 κιλά;;
7836;ΑΒ1/18;ΑΒ1/18;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;18 χιλιοστά;Βάρος;250 γραμμάρια/μέτρο;Θραύση;2600 κιλά;Φορτίο ασφαλείας;520 κιλά;;
7837;ΑΒ1/20;ΑΒ1/20;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;20 χιλιοστά;Βάρος;310 γραμμάρια/μέτρο;Θραύση;3100 κιλά;Φορτίο ασφαλείας;515 κιλά;;
7838;ΑΒ1/22;ΑΒ1/22;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;22 χιλιοστά;Βάρος;350 γραμμάρια/μέτρο;Θραύση;3500 κιλά;Φορτίο ασφαλείας;583 κιλά;;
7839;ΑΒ1/24;ΑΒ1/24;Σχοινά Πλεκτά πολυεστερικά;σχοινια-σκαφων-2.jpg;Χρώμα;Άσπρο/Μπλε;Διάμετρος;24 χιλιοστά;Βάρος;400 γραμμάρια/μέτρο;Θραύση;3900 κιλά;Φορτίο ασφαλείας;780 κιλά;;
7840;ΑΒ2/6;ΑΒ2/6;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;6 χιλιοστά;Βάρος;30 γραμμάρια/μέτρο;Θραύση;300 κιλά;Φορτίο ασφαλείας;60 κιλά;;
7842;ΑΒ2/8;ΑΒ2/8;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;8 χιλιοστά;Βάρος;50 γραμμάρια/μέτρο;Θραύση;510 κιλά;Φορτίο ασφαλείας;102 κιλά;;
7843;ΑΒ2/10;ΑΒ2/10;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;10 χιλιοστά;Βάρος;80 γραμμάρια/μέτρο;Θραύση;810 κιλά;Φορτίο ασφαλείας;162 κιλά;;
7844;ΑΒ2/12;ΑΒ2/12;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;12 χιλιοστά;Βάρος;110 γραμμάρια/μέτρο;Θραύση;1100 κιλά;Φορτίο ασφαλείας;220 κιλά;;
7845;ΑΒ2/14;ΑΒ2/14;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;14 χιλιοστά;Βάρος;155 γραμμάρια/μέτρο;Θραύση;1450 κιλά;Φορτίο ασφαλείας;290 κιλά;;
7847;ΑΒ2/16;ΑΒ2/16;Σχοινιά τρίκλωνα πολυεστερικά;σχοινια-2.jpg;Χρώμα;Λευκό;Διάμετρος;16 χιλιοστά;Βάρος;195 γραμμάρια/μέτρο;Θραύση;1950 κιλά;Φορτίο ασφαλείας;390 κιλά;;
